Month,Channel,First Source / Medium,First Campaign,Last Source / Medium,Last Campaign,# of visits,Full path (Source / Medium),Full path (Campaign),Conversions
2016/07,Customer Referrals,Other Campaigns / User Invite,User Invite,accounts.google.com / referral,accounts.google.com / referral,3,Other Campaigns / User Invite > (direct) / (none) > accounts.google.com / referral,User Invite > (direct) / (none) > accounts.google.com / referral,2
2016/07,Customer Upsell,cbvconnectu.com / referral,cbvconnectu.com / referral,cbvconnectu.com / referral,cbvconnectu.com / referral,1,cbvconnectu.com / referral,cbvconnectu.com / referral,2
2016/07,Direct,(direct) / (none),(direct) / (none),hs_automation / email,(not set),2,(direct) / (none) > hs_automation / email,(direct) / (none) > (not set),2
2016/07,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),4,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
2016/07,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),9,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
2016/07,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,12,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,2
2016/07,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,10,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,2
2016/07,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,9,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,2
2016/07,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),9,(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none),(direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > accounts.google.com / referral > accounts.google.com / referral > accounts.google.com / referral > (direct) / (none),2
2016/07,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,4,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic,(direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic,2
2016/07,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),4,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none),2
2016/07,Direct,(direct) / (none),(direct) / (none),accounts.google.com / referral,accounts.google.com / referral,5,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,2
2016/07,Direct,(direct) / (none),(direct) / (none),login.microsoftonline.com / referral,login.microsoftonline.com / referral,6,(direct) / (none) > login.microsoftonline.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,(direct) / (none) > login.microsoftonline.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,2
2016/07,Email,hs_email / email,(not set),accounts.google.com / referral,accounts.google.com / referral,2,hs_email / email > accounts.google.com / referral,(not set) > accounts.google.com / referral,2
2016/07,Integrations,zapier.com / referral,zapier.com / referral,zapier.com / referral,zapier.com / referral,1,zapier.com / referral,zapier.com / referral,2
2016/07,Organic,duckduckgo.com / referral,duckduckgo.com / referral,accounts.google.com / referral,accounts.google.com / referral,2,duckduckgo.com / referral > accounts.google.com / referral,duckduckgo.com / referral > accounts.google.com / referral,2
2016/07,Organic,google / organic,google / organic,account.live.com / referral,account.live.com / referral,2,google / organic > account.live.com / referral,google / organic > account.live.com / referral,2
2016/07,Organic,google / organic,google / organic,Contactually Blog / Trial CTA,Blog Slider CTAs,2,google / organic > Contactually Blog / Trial CTA,google / organic > Blog Slider CTAs,2
2016/07,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,3,google / organic > Contactually Blog / Trial CTA > accounts.google.com / referral,google / organic > Blog Slider CTAs > accounts.google.com / referral,2
2016/07,Organic,google / organic,google / organic,google / cpc,Contactually | WP - Brand,3,google / organic > (direct) / (none) > google / cpc,google / organic > (direct) / (none) > Contactually | WP - Brand,2
2016/07,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,6,google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral,2
2016/07,Organic,google / organic,google / organic,login.microsoftonline.com / referral,login.microsoftonline.com / referral,4,google / organic > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,google / organic > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,2
2016/07,Organic,google / organic,google / organic,login.microsoftonline.com / referral,login.microsoftonline.com / referral,5,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,2
2016/07,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,6,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,2
2016/07,Partnerships,bookyourselfsolid.com / referral,bookyourselfsolid.com / referral,bookyourselfsolid.com / referral,bookyourselfsolid.com / referral,1,bookyourselfsolid.com / referral,bookyourselfsolid.com / referral,2
2016/07,Partnerships,Other Campaigns / Reseller Partners,Reseller Partners,account.live.com / referral,account.live.com / referral,2,Other Campaigns / Reseller Partners > account.live.com / referral,Reseller Partners > account.live.com / referral,2
2016/07,Partnerships,theartofcharm.com / referral,theartofcharm.com / referral,accounts.google.com / referral,accounts.google.com / referral,2,theartofcharm.com / referral > accounts.google.com / referral,theartofcharm.com / referral > accounts.google.com / referral,2
2016/07,Referral,inc.com / referral,inc.com / referral,inc.com / referral,inc.com / referral,1,inc.com / referral,inc.com / referral,2
2016/07,Referral,placester.com / referral,placester.com / referral,placester.com / referral,placester.com / referral,1,placester.com / referral,placester.com / referral,2
2016/07,Referral,ptf.su / referral,ptf.su / referral,accounts.google.com / referral,accounts.google.com / referral,2,ptf.su / referral > accounts.google.com / referral,ptf.su / referral > accounts.google.com / referral,2
2016/07,Referral,smartinsights.com / referral,smartinsights.com / referral,accounts.google.com / referral,accounts.google.com / referral,2,smartinsights.com / referral > accounts.google.com / referral,smartinsights.com / referral > accounts.google.com / referral,2
2016/07,Referral,therealestatetrainer.com / referral,therealestatetrainer.com / referral,(direct) / (none),(direct) / (none),2,therealestatetrainer.com / referral > (direct) / (none),therealestatetrainer.com / referral > (direct) / (none),2
2016/07,Referral,therealestatetrainer.com / referral,therealestatetrainer.com / referral,login.microsoftonline.com / referral,login.microsoftonline.com / referral,2,therealestatetrainer.com / referral > login.microsoftonline.com / referral,therealestatetrainer.com / referral > login.microsoftonline.com / referral,2
2016/07,Referral,pwm.trendmicro.com / referral,pwm.trendmicro.com / referral,(direct) / (none),(direct) / (none),20,pwm.trendmicro.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),pwm.trendmicro.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
2016/07,Social,facebook.com / referral,facebook.com / referral,accounts.google.com / referral,accounts.google.com / referral,2,facebook.com / referral > accounts.google.com / referral,facebook.com / referral > accounts.google.com / referral,2
2016/07,Social,m.facebook.com / referral,m.facebook.com / referral,m.facebook.com / referral,m.facebook.com / referral,1,m.facebook.com / referral,m.facebook.com / referral,2
2016/07,?,account.live.com / referral,account.live.com / referral,account.live.com / referral,account.live.com / referral,1,account.live.com / referral,account.live.com / referral,1
2016/07,?,accounts.google.com / referral,accounts.google.com / referral,accounts.google.com / referral,accounts.google.com / referral,2,accounts.google.com / referral > accounts.google.com / referral,accounts.google.com / referral > accounts.google.com / referral,1
2016/07,?,accounts.google.com / referral,accounts.google.com / referral,account.live.com / referral,account.live.com / referral,3,accounts.google.com / referral > accounts.google.com / referral > account.live.com / referral,accounts.google.com / referral > accounts.google.com / referral > account.live.com / referral,1
2016/07,?,outlook.live.com / referral,outlook.live.com / referral,outlook.live.com / referral,outlook.live.com / referral,1,outlook.live.com / referral,outlook.live.com / referral,1
2016/07,* EXCLUDE,feature-onboarding-help.dev.enforcery.com / referral,feature-onboarding-help.dev.enforcery.com / referral,ERROR,ERROR,74,feature-onboarding-help.dev.enforcery.com / referral > api-troy-contactually.ngrok.io / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > api-troy-contactually.ngrok.io / referral > (direct) / (none) > api-troy-contactually.ngrok.io / referral > (direct) / (none) > api-troy-contactually.ngrok.io / referral > api-troy-contactually.ngrok.io / referral > api-troy-contactually.ngrok.io / referral > (direct) / (none) > api-troy-contactually.ngrok.io / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),feature-onboarding-help.dev.enforcery.com / referral > api-troy-contactually.ngrok.io / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > api-troy-contactually.ngrok.io / referral > (direct) / (none) > api-troy-contactually.ngrok.io / referral > (direct) / (none) > api-troy-contactually.ngrok.io / referral > api-troy-contactually.ngrok.io / referral > api-troy-contactually.ngrok.io / referral > (direct) / (none) > api-troy-contactually.ngrok.io / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
